ds,yhat,yhat_lower,yhat_upper
2023-07-23,98.9891694406919,81.25000994998405,117.37255757883807
2023-07-24,103.29479754174288,84.27392199921353,121.2845896201955
2023-07-25,106.71709992239528,87.81301003311975,124.25014431726514
2023-07-27,106.88933241677017,89.40756113235732,125.89552129537032
2023-07-28,107.50966545068663,88.77476219882391,125.98951709831782
2023-07-29,109.14746127113833,90.27323715040879,128.7420823873365
2023-07-30,106.52015826962874,88.02178740593914,124.53452766818415
2023-08-01,111.64683080507301,92.41065795450977,130.75608612703235
2023-08-02,108.69510766595972,89.54722582554183,127.89338637583269
2023-08-05,105.97185881202185,89.28916744526333,124.60901070684744
2023-08-06,101.84847862365204,85.28602388917808,118.87427949413296
2023-08-07,104.13750513693307,86.06045381584106,123.15413103635424
2023-08-08,105.54553893782925,86.55070463779921,123.01575421314004
2023-08-09,102.6872209500641,84.3808013654759,119.49906374230032
2023-08-10,102.2455578727334,84.42579320957235,121.06564770928121
2023-08-11,101.58596291056978,84.03069021301127,119.51901564903767
2023-08-14,101.87737256930444,83.72992705894563,120.92097255809846
2023-08-16,100.07416658805312,80.94291346530689,119.06431022353401
